park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,status,indoor_outdoor
SENN (NICHOLAS),Senn  #3 - Low,south corner of tennis court,5887 N RIDGE AVE,3.82,2017-04-24,,,18.7,2017-07-26,,,,,36.0,79.0,8.7,Continuous flow - To be assessed for repair/replacement/removal,O
SENN (NICHOLAS),Senn  #4 - High,southeast corner of soccer field,5887 N RIDGE AVE,2.93,2017-06-23,,,,,,,,,6.6,,,Passed testing - returned to normal push-button operation,O
SENN (NICHOLAS),Senn  #4 - Low,southeast corner of soccer field,5887 N RIDGE AVE,2.81,2017-06-23,,,,,,,,,7.2,,,Passed testing - returned to normal push-button operation,O
SENN (NICHOLAS),Senn  #5 - High,playground,5887 N RIDGE AVE,2.0,2017-06-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SENN (NICHOLAS),Senn  #5 - Low,playground,5887 N RIDGE AVE,2.0,2017-06-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SEWARD (WILLIAM),Seward  #1 - High,west of entrance at division and sedgewick,375 W ELM ST,2.0,2017-06-07,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SEWARD (WILLIAM),Seward  #1 - Low,west of entrance at division and sedgewick,375 W ELM ST,2.0,2017-06-07,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SEWARD (WILLIAM),Seward  #1 - Dog,west of entrance at division and sedgewick,375 W ELM ST,2.0,2017-06-07,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SEWARD (WILLIAM),Seward  #2,"southeast of elm cul-de-sac, west of basketball court",375 W ELM ST,2.0,2017-04-14,,,19.3,2017-07-19,,,,,110.0,30.0,4.0,Continuous flow - To be assessed for repair/replacement/removal,O
SEWARD (WILLIAM),Seward  #3,"south side of fieldhouse, next to basketball courts",375 W ELM ST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #1 - High,playground,6935 W ADDISON,2.0,2017-04-08,,,,,,,,,0.243,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #1 - Middle,playground,6935 W ADDISON,2.0,2017-04-08,,,,,,,,,0.227,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #1 - Low,playground,6935 W ADDISON,2.0,2017-04-08,,,,,,,,,0.208,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #2 - High,"southeast of tennis court, on path",6935 W ADDISON,18.8,2017-05-20,13.1,2017-07-18,103.0,2017-09-01,,,,,16.8,19.0,20.0,Continuous flow - To be assessed for repair/replacement/removal,O
SHABBONA,Shabbona  #2 - Low,"southeast of tennis court, on path",6935 W ADDISON,17.7,2017-05-20,12.4,2017-07-18,100.0,2017-09-01,,,,,17.0,18.0,17.0,Continuous flow - To be assessed for repair/replacement/removal,O
SHABBONA,Shabbona  #3 - High,"middle of park, east of sayre",6935 W ADDISON,2.0,2017-04-08,,,,,,,,,8.25,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #3 - Low,"middle of park, east of sayre",6935 W ADDISON,2.0,2017-04-08,,,,,,,,,8.41,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #4 - High,"south end of park, north of school",6935 W ADDISON,2.0,2017-04-05,,,,,,,,,0.716,,,Passed testing - returned to normal push-button operation,O
SHABBONA,Shabbona  #4 - Low,"south end of park, north of school",6935 W ADDISON,2.0,2017-04-08,,,,,,,,,0.718,,,Passed testing - returned to normal push-button operation,O
SHEDD (JOHN G.),Shedd  #1,east side of fieldhouse,3660 W 23RD ST,2.0,2017-04-13,,,,,,,,,3.73,,,Passed testing - returned to normal push-button operation,O
SHEIL (BERNARD) COMM. CTR.,Sheil  #1 ,next to entrance,3505 N SOUTHPORT AVE,2.0,2017-04-29,,,2.0,2017-07-07,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SHERIDAN (PHILIP HENRY),Sheridan  #1 - High,"first base line, north of bleachers",910 S ABERDEEN ST,5.41,2017-04-13,,,7.91,2017-05-22,,,,,35.0,14.0,13.0,Passed testing - returned to normal push-button operation,O
SHERIDAN (PHILIP HENRY),Sheridan  #1 - Low,"first base line, north of bleachers",910 S ABERDEEN ST,7.0,2017-04-13,,,7.93,2017-05-22,,,,,31.0,24.0,14.0,Passed testing - returned to normal push-button operation,O
SHERIDAN (PHILIP HENRY),Sheridan  #2 - High,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2.0,2017-04-13,,,,,,,,,3.3,,,Passed testing - returned to normal push-button operation,O
SHERIDAN (PHILIP HENRY),Sheridan  #2 - Middle,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2.0,2017-04-13,,,,,,,,,3.3,,,Passed testing - returned to normal push-button operation,O
SHERIDAN (PHILIP HENRY),Sheridan  #2 - Low,"north side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,2.0,2017-04-13,,,,,,,,,3.2,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #1 - High,pool deck,1301 W 52ND ST,2.0,2017-04-05,,,2.08,2017-06-29,,,,,58.6,4.7,2.0,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #1 - Low,pool deck,1301 W 52ND ST,2.0,2017-04-05,,,2.0,2017-06-29,,,,,69.0,6.6,2.0,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #2 - High,south of north playground,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #2 - Middle,south of north playground,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #2 - Low,south of north playground,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #3,west side of fieldhouse,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,8.32,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #4,east side of fieldhouse,1301 W 52ND ST,3.79,2017-04-05,,,30.7,2017-06-29,,,,,19.6,60.0,2.1,Continuous flow - To be assessed for repair/replacement/removal,O
SHERMAN (JOHN),Sherman  #5,west of library,1301 W 52ND ST,63.1,2017-04-05,2.0,2017-06-13,25.1,2017-08-05,,,,,69.3,74.0,12.0,Continuous flow - To be assessed for repair/replacement/removal,O
SHERMAN (JOHN),Sherman  #6 - High,north of south playground,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,6.14,,,Passed testing - returned to normal push-button operation,O
SHERMAN (JOHN),Sherman  #6 - Low,north of south playground,1301 W 52ND ST,2.0,2017-04-05,,,,,,,,,7.55,,,Passed testing - returned to normal push-button operation,O
SHERWOOD (JESSE),Sherwood  #1,"spray pool, on wall of filter room ",5705 S SHIELDS AVE,2.0,2017-04-05,,,,,,,,,0.246,,,Passed testing - returned to normal push-button operation,O
SHERWOOD (JESSE),Sherwood  #2,attached to footwash/shower at spraypool entrance,5705 S SHIELDS AVE,2.0,2017-04-05,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
SHERWOOD (JESSE),Sherwood  #3 - High,"southwest of fieldhouse, on path",5705 S SHIELDS AVE,2.0,2017-04-05,,,,,,,,,0.132,,,Passed testing - returned to normal push-button operation,O
SHERWOOD (JESSE),Sherwood  #3 - Low,"southwest of fieldhouse, on path",5705 S SHIELDS AVE,2.0,2017-04-05,,,,,,,,,0.156,,,Passed testing - returned to normal push-button operation,O
SIMONS (ALMIRA),Simons  #1 - High,west of playground,1640 N DRAKE AVE,2.0,2017-04-08,,,12.4,2017-08-19,,,,,16.6,16.0,27.0,Passed testing - returned to normal push-button operation,O
SIMONS (ALMIRA),Simons  #1 - Low,west of playground,1640 N DRAKE AVE,2.0,2017-04-08,,,7.69,2017-08-19,,,,,18.9,8.7,30.0,Passed testing - returned to normal push-button operation,O
SINTIC (GREGORY),Sintic  #1,inside playlot at north entrance,2835 S WALLACE ST,2.13,2017-04-14,,,29.0,,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
SKINNER (MARK),Skinner  #1 - High,southwest corner of field house,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #1 - Low,southwest corner of field house,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #1 - Dog,southwest corner of field house,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #2 - High,"in playlot, south of northwest gate",1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #2 - Middle,"in playlot, south of northwest gate",1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #2 - Low,"in playlot, south of northwest gate",1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SKINNER (MARK),Skinner  #3 - High,outside southwest playlot gate,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Inactive.  Needs repair,O
SKINNER (MARK),Skinner  #3 - Low,outside southwest playlot gate,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Inactive.  Needs repair,O
SKINNER (MARK),Skinner  #3 - Dog,outside southwest playlot gate,1331 W  MONROE ST,2.0,2017-04-13,,,,,,,,,2.0,,,Inactive.  Needs repair,O
SMITH (JOSEPH HIGGINS),Smith  #1 - High,corner of huron and campbell,2526 W GRAND AVE,2.92,2017-04-07,,,4.74,2017-07-29,,,,,23.9,29.0,4.2,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #1 - Middle,corner of huron and campbell,2526 W GRAND AVE,3.03,2017-04-07,,,5.76,2017-07-29,,,,,23.7,28.0,4.5,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #1 - Low,corner of huron and campbell,2526 W GRAND AVE,3.05,2017-04-07,,,5.56,2017-07-29,,,,,23.2,28.0,4.2,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #2,east of tennis court,2526 W GRAND AVE,4.65,2017-04-07,,,2.0,2017-07-29,,,,,21.9,34.0,32.0,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #3,next to southwest diamond,2526 W GRAND AVE,2.0,2017-04-07,,,,,,,,,3.28,,,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #4 - High,pool deck,2526 W GRAND AVE,2.0,2017-05-02,,,,,,,,,7.69,,,Passed testing - returned to normal push-button operation,O
SMITH (JOSEPH HIGGINS),Smith  #4 - Low,pool deck,2526 W GRAND AVE,2.0,2017-05-02,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
SMITH (WENDELL),Smith  #1,on path  between diamond and basketball courts,9912 S PRINCETON AVE,6.06,2017-04-19,,,,,,,,,2.49,,,Passed testing - returned to normal push-button operation,O
SMITH (WENDELL),Smith  #2,southeast corner of fieldhouse,9912 S PRINCETON AVE,2.0,2017-04-19,,,2.0,2017-06-27,,,,,67.5,2.1,57.0,Passed testing - returned to normal push-button operation,O
SMITH (WENDELL),Smith  #3,southwest corner of park off 99th,9912 S PRINCETON AVE,6.83,2017-04-19,,,2.39,2017-06-27,,,,,30.9,28.0,5.2,Passed testing - returned to normal push-button operation,O
SNAPPING TURTLE,Snapping Turtle #1,at main entrance,534 N ALBANY AVE,2.0,2017-04-07,,,,,,,,,13.2,,,Passed testing - returned to normal push-button operation,O
SNOWBERRY,Snowberry  #1,next to entrance on huron,1855 W HURON ST,2.62,2017-04-04,,,,,,,,,7.31,,,Passed testing - returned to normal push-button operation,O
SOUTH LAKEVIEW,South Lakeview #1 - High,near entrance on woldram,1300 W WOLFRAM ST,6.57,2017-04-26,,,9.89,2017-07-10,,,,,18.0,17.0,33.0,Passed testing - returned to normal push-button operation,O
SOUTH LAKEVIEW,South Lakeview #1 - Low,near entrance on woldram,1300 W WOLFRAM ST,7.28,2017-04-26,,,9.62,2017-07-10,,,,,17.0,17.0,32.0,Passed testing - returned to normal push-button operation,O
SOUTH SHORE CULTL. CTR.,South Shore #1 - High,south of ballroom on path adjacent to building,7059 S SOUTH SHORE DR,2.0,2017-04-06,,,38.1,2017-06-29,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
SOUTH SHORE CULTL. CTR.,South Shore #1 - Low,south of ballroom on path adjacent to building,7059 S SOUTH SHORE DR,2.0,2017-04-06,,,6.16,2017-06-29,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
SPIKINGS FARM,Spikings Farm #1 - High,at entrance,4706 N PULASKI RD,4.11,2017-04-22,,,,,,,,,8.93,,,Passed testing - returned to normal push-button operation,O
SPIKINGS FARM,Spikings Farm #1 - Low,at entrance,4706 N PULASKI RD,2.0,2017-04-22,,,,,,,,,9.91,,,Passed testing - returned to normal push-button operation,O
SPRUCE,Spruce  #1,west of playground on blackstone,5337 S BLACKSTONE AVE,2.49,2017-04-15,,,109.0,2017-06-29,,,,,24.8,36.0,19.0,Continuous flow - To be assessed for repair/replacement/removal,O
STANTON (EDWIN),Stanton  #1,between playground and ball fields,618 W SCOTT ST,2.0,2017-04-15,,,,,,,,,2.0,,,Inactive. Under construction,O
STANTON (EDWIN),Stanton  #2,north of basketball courts closest to the school,618 W SCOTT ST,,,,,,,2.0,2017-08-09,,,,,,Fountain Repaired - in flushing protocol,O
STARR (ELLEN GATES),Starr  #1 - High,north of playground,2306 W MAYPOLE AVE,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
STARR (ELLEN GATES),Starr  #1 - Middle,north of playground,2306 W MAYPOLE AVE,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
STARR (ELLEN GATES),Starr  #1 - Low,north of playground,2306 W MAYPOLE AVE,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
STARS & STRIPES,Stars & Stripes  #1 - High,playground,5100 S NORDICA AVE,3.18,2017-04-04,,,,,,,,,5.88,,,Passed testing - returned to normal push-button operation,O
STARS & STRIPES,Stars & Stripes  #1 - Middle,playground,5100 S NORDICA AVE,2.8,2017-04-04,,,,,,,,,7.58,,,Passed testing - returned to normal push-button operation,O
STARS & STRIPES,Stars & Stripes  #1 - Low,playground,5100 S NORDICA AVE,2.81,2017-04-04,,,,,,,,,6.66,,,Passed testing - returned to normal push-button operation,O
STOUT (FLORENCE),Stout  #1 - High,"inside northeast entrance, south of playground",5446 S GREENWOOD AVE,4.7,2017-04-17,,,25.5,2017-06-30,,,,,169.0,20.0,7.6,Continuous flow - To be assessed for repair/replacement/removal,O
STOUT (FLORENCE),Stout  #1 - Low,"inside northeast entrance, south of playground",5446 S GREENWOOD AVE,3.84,2017-04-17,,,21.1,2017-06-30,,,,,174.0,53.0,8.3,Continuous flow - To be assessed for repair/replacement/removal,O
STOUT (FLORENCE),Stout  #2,"west side of park, at 54th place entrance",5446 S GREENWOOD AVE,2.0,2017-04-17,,,5.78,2017-06-30,,,,,19.9,36.0,5.2,Passed testing - returned to normal push-button operation,O
STROHACKER (HOWARD),Strohacker  #1,"south of playground, on kolin",4347 W 54TH ST,2.0,2017-04-03,,,29.2,2017-06-28,,,,,39.6,13.0,1.96,Continuous flow - To be assessed for repair/replacement/removal,O
SUMAC,Sumac  #1 - High,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,3.25,2017-04-28,,,,,,,,,9.2,,,Passed testing - returned to normal push-button operation,O
SUMAC,Sumac  #1 - Middle,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,2.76,2017-04-28,,,,,,,,,9.6,,,Passed testing - returned to normal push-button operation,O
SUMAC,Sumac  #1 - Low,located at north entrance on 42nd street,4201 S CHAMPLAIN AVE,3.53,2017-04-28,,,,,,,,,9.0,,,Passed testing - returned to normal push-button operation,O
SUN YAT-SEN,Sun Yat-Sen  #1 - High,"in plaza, south of entrance gateway, east of statue",251 W 24TH PL,2.0,2017-05-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SUN YAT-SEN,Sun Yat-Sen  #1 - Low,"in plaza, south of entrance gateway, east of statue",251 W 24TH PL,2.0,2017-05-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
SUPERA,Supera  #1 - High,near entrance on draper,2528 N RACINE AVE,2.52,2017-04-24,,,,,,,,,6.9,,,Passed testing - returned to normal push-button operation,O
SUPERA,Supera  #1 - Middle,near entrance on draper,2528 N RACINE AVE,2.5,2017-04-24,,,,,,,,,6.7,,,Passed testing - returned to normal push-button operation,O
SUPERA,Supera  #1 - Low,near entrance on draper,2528 N RACINE AVE,2.89,2017-04-24,,,,,,,,,6.6,,,Passed testing - returned to normal push-button operation,O
SUPERIOR,Superior  #1 - High,near park entrance on hoyne,2101 W SUPERIOR ST,2.06,2017-04-04,,,2.03,2017-07-29,,,,,15.4,18.0,2.0,Passed testing - returned to normal push-button operation,O
SUPERIOR,Superior  #1 - Low,near park entrance on hoyne,2101 W SUPERIOR ST,2.05,2017-04-04,,,3.69,2017-07-29,,,,,13.3,,,Passed testing - returned to normal push-button operation,O
SWEET CLOVER,Sweet Clover  #1 - High,northwest of main entrance,650 N LEAMINGTON AVE,3.81,2017-04-08,,,,,,,,,5.73,,,Inactive. Vandalized,O
SWEET CLOVER,Sweet Clover  #1 - Low,northwest of main entrance,650 N LEAMINGTON AVE,4.07,2017-04-08,,,,,,,,,6.4,,,Inactive. Vandalized,O
SYCAMORE,Sycamore  #1,inside entrance on greenwood,5109 S GREENWOOD AVE,4.42,2017-04-15,,,52.1,2017-06-30,,,,,142.0,81.0,62.0,Continuous flow - To be assessed for repair/replacement/removal,O
TAYLOR (ROBERT ROCHON),Taylor  #1,"off state, along driveway",39 W 47TH ST,3.45,2017-04-28,,,,,,,,,14.0,,,Passed testing - returned to normal push-button operation,O
TAYLOR (ROBERT ROCHON),Taylor  #2,on pool deck,39 W 47TH ST,2.33,2017-04-28,,,,,,,,,9.5,,,Passed testing - returned to normal push-button operation,O
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - High,in playground,704 W 42ND ST,2.0,2017-04-24,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Middle,in playground,704 W 42ND ST,2.0,2017-04-24,,,,,,,,,0.157,,,Passed testing - returned to normal push-button operation,O
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Low,in playground,704 W 42ND ST,2.0,2017-04-24,,,,,,,,,0.13,,,Passed testing - returned to normal push-button operation,O
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #2,"south end of park, near baseball diamond",704 W 42ND ST,6.8,2017-04-24,,,,,,,,,14.8,,,Passed testing - returned to normal push-button operation,O
THROOP (AMOS GAGER),Throop  #1,inside northern entrance on throop,1811 S THROOP ST,2.0,2017-04-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
THUIS (GRACE ZWIEFKA),Thuis  #1,"northwest corner of park, near playground",4800 N LAVERGNE AVE,2.45,2017-04-04,,,43.4,2017-06-15,,,,,125.0,62.6,6.84,Continuous flow - To be assessed for repair/replacement/removal,O
TILL-MOBLEY (MAMIE),Till-Mobley  #1,east of basketball court,6410 S ELLIS AVE,2.0,2017-04-12,,,26.7,2017-08-01,,,,,13.4,,,Continuous flow - To be assessed for repair/replacement/removal,O
TILTON (GEORGE),Tilton  #1,west of fieldhouse near basketball court,305 N KOSTNER,,,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #1 - High,west side of boathouse,1700 S WENTWORTH,3.92,2017-04-26,,,,,,,,,2.1,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #1 - Low,west side of boathouse,1700 S WENTWORTH,4.09,2017-04-26,,,,,,,,,2.1,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #2 - High,east side of playlot,1700 S WENTWORTH,2.0,2017-04-26,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #2 - Low,east side of playlot,1700 S WENTWORTH,2.0,2017-04-26,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #3 - High,"southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,2.0,2017-07-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #3 - Low,"southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,2.0,2017-07-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOM (PING) MEML.,Ping Tom  #4 - High,north of 18th behind baseball diamond,1700 S WENTWORTH,2.0,2017-07-08,,,,,,,,,2.0,,,Inactive. Needs repair,O
TOM (PING) MEML.,Ping Tom  #4 - Low,north of 18th behind baseball diamond,1700 S WENTWORTH,2.0,2017-07-08,,,,,,,,,2.0,,,Inactive. Needs repair,O
TOUHY (PATRICK),Touhy  #1 - High,"north of fieldhouse, near playground",7348 N PAULINA ST,2.0,2017-04-22,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOUHY (PATRICK),Touhy  #1 - Middle,"north of fieldhouse, near playground",7348 N PAULINA ST,2.0,2017-04-22,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOUHY (PATRICK),Touhy  #1 - Low,"north of fieldhouse, near playground",7348 N PAULINA ST,2.0,2017-04-22,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TOUHY (PATRICK),Touhy  #2 - High,"behind home plate of north diamond, on path",7348 N PAULINA ST,13.5,2017-04-22,,,3.06,2017-07-12,,,,,52.0,41.0,27.0,Passed testing - returned to normal push-button operation,O
TOUHY (PATRICK),Touhy  #2 - Low,"behind home plate of north diamond, on path",7348 N PAULINA ST,13.8,2017-04-22,,,3.96,2017-07-12,,,,,100.0,41.0,26.0,Passed testing - returned to normal push-button operation,O
TOUHY (PATRICK),Touhy  #3,"north of tennis courts, on path",7348 N PAULINA ST,17.7,2017-04-22,20.0,2017-06-15,,,,,,,73.0,99.0,82.0,Off. To be assessed for repair/replacement/removal,O
"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #1,"northwest corner, near alley behind school",2106 W ADAMS ST,6.75,2017-04-11,,,,,,,,,12.0,,,Passed testing - returned to normal push-button operation,O
"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #2,northeast corner of field house,2106 W ADAMS ST,2.89,2017-04-11,,,,,,,,,3.9,,,Passed testing - returned to normal push-button operation,O
TREBES (ROBERT),Trebes  #1,north of playground,2250 N CLIFTON AVE,6.58,2017-04-24,,,68.1,2017-07-10,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
TREBES (ROBERT),Trebes  #2,"on racine, behind home plate of baseball diamond",2250 N CLIFTON AVE,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TRIANGLE,Triangle #1 - High,"on path, east of haskins, along juneway terrace",1750 W JUNEWAY TER,2.0,2017-04-22,,,,,,,,,2.1,,,Passed testing - returned to normal push-button operation,O
TRIANGLE,Triangle #1 - Low,"on path, east of haskins, along juneway terrace",1750 W JUNEWAY TER,2.0,2017-04-22,,,,,,,,,9.0,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #1,first base line of northeast diamond,2400 E 105TH ST,2.0,2017-05-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #2,third base line of southwest diamond,2400 E 105TH ST,3.37,2017-05-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #3 - North,"north side of fieldhouse, on path",2400 E 105TH ST,2.0,2017-07-13,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #3 - South,"north side of fieldhouse, on path",2400 E 105TH ST,2.0,2017-07-13,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #3 - East,"north side of fieldhouse, on path",2400 E 105TH ST,2.0,2017-07-13,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #3 - West,"north side of fieldhouse, on path",2400 E 105TH ST,2.0,2017-07-13,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #4,on running track,2400 E 105TH ST,2.0,2017-05-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #5,east of fieldhouse,2400 E 105TH ST,2.0,2017-05-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #6 - High,pool deck,2400 E 105TH ST,2.0,2017-06-03,,,,,,,,,3.3,,,Passed testing - returned to normal push-button operation,O
TRUMBULL (LYMAN),Trumbull  #6 - Low,pool deck,2400 E 105TH ST,2.0,2017-06-03,,,,,,,,,9.4,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #1,in front of fieldhouse,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,4.49,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #2 - High,next to tennis courts,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.291,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #2 - Low,next to tennis courts,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.304,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #3,courtyard north,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #4,courtyard south,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,10.3,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #5,north pool deck,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.153,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #6,south pool deck,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.389,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #7 - High,west of basketball courts,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #7 - Middle,west of basketball courts,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.296,,,Passed testing - returned to normal push-button operation,O
TULEY (MURRAY),Tuley  #7 - Low,west of basketball courts,501 E 90TH PL,2.0,2017-04-20,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
